sysnum,title,author,date,place
001283481,"The Milwaukee Guide, containing a general description of the city of Milwaukee ... a map, etc","FRACKELTON, Richard G.",1896,Milwaukee
001554950,"Schleswig-Holstein meerumschlungen in Wort und Bild ... Herausgegeben von H. Haas, H. Krumm und F. Stoltenberg, etc","HAAS, Hippolyt J.",1896,Kiel
000489690,[A Treatise on Mine-surveying ... With ... diagrams.],"BROUGH, Bennett Hooper.",1896,London
003886316,Travel-Pictures from Palestine ... Illustrated by A. Twidle,"WELLS, James Moderator of the United Free Church of Scotland",1896,London
000495563,[The Story of Africa and its Explorers. [With plates and maps.]],"BROWN, Robert M.A., Ph.D",1896,London
001910294,The Growth of the American Nation,"JUDSON, Harry Pratt.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
002643019,"Rhymes of the States. With drawings, etc","NEWKIRK, Garrett.",1896,New York
003180149,"Djin-Djin, the Japanese Bogie Man, etc. (Christmas pantomime.)","ROYLE, Bert and WILLIAMSON (James Cassius)",1896,Melbourne
003537490,The Poems of Sir John Suckling. (Edited by John Gray and decorated by C. Ricketts.),"SUCKLING, John Sir",1896,London
002373077,“Nobly Planned.” [A tale.],"MANWELL, M. B.",1896,London
000108005,By a Winding Path. [A novel.],"ARGALL, Annie E.",1896,London
000433666,The Century of Louis XIV. Its arts-its ideas. From the French ... by Mrs. Cashel Hoey. [With plates.],"BOURGEOIS, Émile.",1896,London
003757808,Baranya multja és jelenje. [With illustrations and a map.],"VÁRADY, Ferencz.",1896,Pécsett
003344033,The Child World. [In verse.] ... Illustrated by C. Robinson,"SETOUN, Gabriel pseud. [i.e. Thomas Nicoll Hepburn.]",1896,"pp. 171. J. Lane: London & New York, 1896"
002736641,"West Dene Manor, etc. [A story.]","OWEN, afterwards VISGER, Jean Allan.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
003581310,Elementary Physical Geography,"TARR, Ralph Stockman.",1896,New York & London
003775837,"У Болгаръ и заграницей, 1881-1893 ... Продолженіе очерковъ “Дома и на Войнѣ” ... Изданіе второе","VERESHCHAGIN, Aleksandr Vasil'evich.",1896,С.-Петербургъ
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
000455624,"The Metallic Alloys. A practical guide for the manufacture of all kinds of alloys, amalgams, and solders ... New, revised and enlarged edition","BRANNT, William Theodore.",1896,Philadelphia
000149918,Poetical Works of Autremonde. With The Leaven of Hamelin: a drama of 1990,,1896,"pp. viii. 172. St. Giles' Printing Co.: Edinburgh, 1896"
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
002512059,"Country Stories, etc","MITFORD, Mary Russell.",1896,London
000108005,By a Winding Path. [A novel.],"ARGALL, Annie E.",1896,London
003537490,The Poems of Sir John Suckling. (Edited by John Gray and decorated by C. Ricketts.),"SUCKLING, John Sir",1896,London
001668962,A short history of Colmer and Priors Dean ... Taken from the larger edition. [Illustrated.],"HERVEY, Thomas Rector of Colmer",1896,Colmer
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001726694,The Haunted House ... Illustrated by H. Railton. With an introduction by Austin Dobson,"Hood, Thomas",1896,London
003581310,Elementary Physical Geography,"TARR, Ralph Stockman.",1896,New York & London
002500254,[Milne's Express Series.],"MILNE, John Publisher",1896,London
003253482,"Jeanne d'Arc et la Normandie au XVme siècle. Illustrations, etc","SARRAZIN, Albert Avocat",1896,Rouen
000571275,"The Way about Herefordshire ... Written by C. Caldicott and illustrated by C. Caldicott and A. E. Caldicott. With a comprehensive county gazetteer, edited by A. Baines. (2nd edition.)","CALDICOTT, Charles.",1896,London
000433666,The Century of Louis XIV. Its arts-its ideas. From the French ... by Mrs. Cashel Hoey. [With plates.],"BOURGEOIS, Émile.",1896,London
001006231,His Honour and a Lady,"DUNCAN, afterwards COTES, Sara Jeannette.",1896,Toronto
000129010,"Hyde Park from Domesday-Book to date, etc","ASHTON, John Antiquary",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001656017,The Story of a Trip to Switzerland of Seven Birmingham Men ... Supplemented in verse by an old friend. Illustrated. [With portraits.],"HENSON, Henry.",1896,Birmingham
003922712,"Camping in the Canadian Rockies ... With ... a sketch of the early explorations ... With ... illustrations, etc","WILCOX, Walter Dwight.",1896,New York
003936726,"Lyrics of Lincoln's Inn, etc","WILLIAMS, Thomas Cyprian.",1896,London
001384296,"[Outlines of Geology ... Second edition revised, etc.]","GEIKIE, James.",1896,London
001144078,"Conquest of the Country Northwest of the River Ohio, 1778-1783, and life of Gen. George Rogers Clark. Over one hundred and twenty-five illustrations. With numerous sketches of men who served under Clark, etc","ENGLISH, William Hayden.",1896,Indianapolis
003968111,[Oswald Cray.],"Wood, Henry Mrs",1896,London
002452889,Die Lage des steirischen Unterthanenstandes seit Beginn der neueren Zeit bis in die Mitte des 17 Jahrhunderts,"MELL, Anton.",1896,Weimar
003501199,[A Child's Garden of Verses ... Second edition.],"Stevenson, Robert Louis",1896,"pp. xiv. 136. John Lane: London, 1896 [1895]"
000115608,“The Cobbler o' Kirkiebrae.” A romance of Galloway,"ARMSTRONG, Andrew J.",1896,London
000015282,The Growth of the French Nation,"ADAMS, George Burton.",1896,"Meadville, Pa"
002300886,"A Book of Old English Ballads. With an accompaniment of decorative drawings by G. W. Edwards, and an introduction by H. W. Mabie","MABIE, Hamilton Wright.",1896,New York
002151945,Frank and Esther. A Polish Jewish romance,"LEVIE, Alexander.",1896,London
000601544,A travers la Bosnie et l'Herzégovine. Études et impressions de voyage. [With plates and a map.],"CAPUS, Guillaume.",1896,Paris
002478949,"[A Perilous Venture; or, the Days of Mary of Burgundy. Translated from the German [“Teuerdank's Brautfahrt”] by M. Hall, etc.]","MEYERN, Gustav von.",1896,London
001644661,"Kulturgeschichte ... Vierte Auflage. Neu bearbeitet von M. von Brandt [and others], etc","HELLWALD, Friedrich Anton Heller von Baron",1896,Leipzig
003829292,La France aux colonies,"WAHL, Maurice.",1896,Paris
003537490,The Poems of Sir John Suckling. (Edited by John Gray and decorated by C. Ricketts.),"SUCKLING, John Sir",1896,London
001644661,"Kulturgeschichte ... Vierte Auflage. Neu bearbeitet von M. von Brandt [and others], etc","HELLWALD, Friedrich Anton Heller von Baron",1896,Leipzig
003941799,"Monomotapa, Rhodesia: its monuments, and its history ... With preface by H. R. Haggard. Maps and plates","WILMOT, Alexander Hon",1896,London
000495563,[The Story of Africa and its Explorers. [With plates and maps.]],"BROWN, Robert M.A., Ph.D",1896,London
002433861,Maxwell's Guide Book to the Stewartry of Kirkcudbright. Sixth edition,"MAXWELL, John H. Editor of the “Kirkcudbrighshire Advertiser.”",1896,Castle-Douglas
001820978,The Alhambra ... With an introduction by E. R. Pennell. Illustrated with drawings of the places mentioned by J. Pennell,"IRVING, Washington.",1896,London
002493147,"By-gone Glasgow ... Forty full-page drawings and twenty-three text illustrations by D. Small, etc","MILLAR, Alexander Hastie.",1896,Glasgow
002976927,Every-day Characters ... Illustrated by C. Aldin,"Praed, Winthrop Mackworth",1896,London
003837630,An Itinerant in the British Isles,"WALKER, William Wesley.",1896,Toronto
003757808,Baranya multja és jelenje. [With illustrations and a map.],"VÁRADY, Ferencz.",1896,Pécsett
003775837,"У Болгаръ и заграницей, 1881-1893 ... Продолженіе очерковъ “Дома и на Войнѣ” ... Изданіе второе","VERESHCHAGIN, Aleksandr Vasil'evich.",1896,С.-Петербургъ
000034575,Sedbergh School Songs. Written and illustrated by R. St. J. Ainslie,"AINSLIE, Ralph St. John.",1896,Leeds
002110298,A local guide to Ashburton and its neighbourhood. By H. J. B. L. [i.e. Harry J. B. Lee.],"LEE, Harry James Barton.",1896,Ashburton
000489690,[A Treatise on Mine-surveying ... With ... diagrams.],"BROUGH, Bennett Hooper.",1896,London
000015282,The Growth of the French Nation,"ADAMS, George Burton.",1896,"Meadville, Pa"
002784658,Notes in Japan ... With illustrations by the author,"PARSONS, Alfred William.",1896,London
000749400,"[Windsor Castle. Official and authorized royal guide ... Illustrated, etc.]","COLLMANN, Leonard.",1896,London
000433881,"Recherches sur Fontainebleau. Précédées d'un portrait de l'auteur et d'un manuscrit inédit de N. de Fer, 1699. [Articles reprinted from the “Abeille de Fontainebleau,” edited by Maurice Bourges.]","BOURGES, Ernest.",1896,Fontainebleau
000500923,"Economic History of Virginia in the Seventeenth Century. An inquiry into the material condition of the people, based upon original and contemporaneous records","Bruce, Philip Alexander",1896,New York
000760332,"History of Concord, New Hampshire, from the original grant in seventeen hundred and twenty-five to the opening of the twentieth century. Prepared under the supervision of the City History Commission. James O. Lyford, editor","LYFORD, James Otis.",1896,Concord
002976927,Every-day Characters ... Illustrated by C. Aldin,"Praed, Winthrop Mackworth",1896,London
000129010,"Hyde Park from Domesday-Book to date, etc","ASHTON, John Antiquary",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
000433666,The Century of Louis XIV. Its arts-its ideas. From the French ... by Mrs. Cashel Hoey. [With plates.],"BOURGEOIS, Émile.",1896,London
003757808,Baranya multja és jelenje. [With illustrations and a map.],"VÁRADY, Ferencz.",1896,Pécsett
003257008,A Noble Wife. A novel,"SAUNDERS, John Novelist",1896,London
002068503,"A Monk of Fife. Being the chronicle written by Norman Leslie of Pitcullo concerning marvellous deeds that befell in the realm of France in the years of our Redemption, 1429-31. Now first done into the English out of the French by Andrew Lang","Lang, Andrew",1896,London
000995837,"From Chaos to the Charter. A complete history of Royal Leamington Spa, etc","DUDLEY, Thomas Briscoe.",1896,Leamington
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
000433665,"Le Grand siècle. Louis XIV. Les arts, les idées, etc. [With plates.]","BOURGEOIS, Émile.",1896,Paris
003220840,Un Mois dans le grand-duché de Luxembourg. Notes d'un touriste,"SAGHER, L. de.",1896,Liège
001598528,Rambles in Galloway. (Second edition.) L.P,"HARPER, Malcolm McLachlan.",1896,Dalbeattie
000138105,"Les Fiefs du Bourbonnais. La Palisse, etc. (Moulins, rive droite de l'Allier.)","AUBERT DE LA FAIGE, Geneste Émile and LA BOUTRESSE (Roger de)",1896,Paris; Moulins
000598049,"[Illustrated Official Handbook of the Cape and South Africa. A résumé of the history, conditions, populations, productions, and resources of the several colonies, states, and territories. Edited by John Noble. [With a map.]]","NOBLE, John Clerk of the House of Assembly, Cape of Good Hope",1896,London
000369579,Anthony Blake's Experiment. [A novel. By Alice O'Brien.],"BLAKE, Anthony.",1896,London
001554950,"Schleswig-Holstein meerumschlungen in Wort und Bild ... Herausgegeben von H. Haas, H. Krumm und F. Stoltenberg, etc","HAAS, Hippolyt J.",1896,Kiel
002811691,The Witch-Finder. [A novel.],"PELLATT, Thomas.",1896,London
000571275,"The Way about Herefordshire ... Written by C. Caldicott and illustrated by C. Caldicott and A. E. Caldicott. With a comprehensive county gazetteer, edited by A. Baines. (2nd edition.)","CALDICOTT, Charles.",1896,London
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer","HOFBERG, Johan Herman.",1896,Stockholm
001554950,"Schleswig-Holstein meerumschlungen in Wort und Bild ... Herausgegeben von H. Haas, H. Krumm und F. Stoltenberg, etc","HAAS, Hippolyt J.",1896,Kiel
003581310,Elementary Physical Geography,"TARR, Ralph Stockman.",1896,New York & London
002709073,The Barton House Conspiracy: a tale of 1886,"OMOND, George William Thomson.",1896,Edinburgh
003954016,"Gray Days and Gold ... New edition, revised, with illustrations","WINTER, William Poet",1896,New York
003757808,Baranya multja és jelenje. [With illustrations and a map.],"VÁRADY, Ferencz.",1896,Pécsett
002478949,"[A Perilous Venture; or, the Days of Mary of Burgundy. Translated from the German [“Teuerdank's Brautfahrt”] by M. Hall, etc.]","MEYERN, Gustav von.",1896,London
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001663251,"Der Dom zu Halberstadt. Seine Geschichte und seine Schätze, etc","HERMES, E.",1896,Halberstadt
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
003501199,[A Child's Garden of Verses ... Second edition.],"Stevenson, Robert Louis",1896,"pp. xiv. 136. John Lane: London, 1896 [1895]"
003430223,"The Web of an old Weaver, etc","SNOWDEN, James Keighley.",1896,London
001707852,The Sister Dominions. Through Canada to Australia by the new imperial highway,"HOGAN, James Francis.",1896,London
002903060,"A Treatise on Ore Deposits ... Second edition, rewritten and greatly enlarged by H. Louis, etc","PHILLIPS, John Arthur.",1896,London
001566036,The Mystic Flowery Land. A personal narrative [of a visit to China] ... With notes by the author and numerous illustrations,"HALCOMBE, Charles J. H.",1896,London
001144078,"Conquest of the Country Northwest of the River Ohio, 1778-1783, and life of Gen. George Rogers Clark. Over one hundred and twenty-five illustrations. With numerous sketches of men who served under Clark, etc","ENGLISH, William Hayden.",1896,Indianapolis
000489690,[A Treatise on Mine-surveying ... With ... diagrams.],"BROUGH, Bennett Hooper.",1896,London
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer","HOFBERG, Johan Herman.",1896,Stockholm
000976404,The Bloom of Faded Years. [A novel.],"DOWNE, Walmer.",1896,Greenock
000966598,"Darkest Russia. A novel ... from the ... play of that name written by Mr. Donnelly, etc","DONNELLY, H. Grattan.",1896,"London, [printed in America"
000523183,Le Saguenay et le bassin du Lac Saint-Jean. Ouvrage historique et descriptif. Troisième édition. [With plates.],"BUIES, Arthur.",1896,Québec
003265383,"The Township of Scarboro, 1796-1896. Edited by David Boyle. [With plates.]","BOYLE, David of the Ontario Provincial Museum",1896,Toronto
003581310,Elementary Physical Geography,"TARR, Ralph Stockman.",1896,New York & London
000446713,[The Way about Derbyshire. With map ... With illustrations by W. A. Bettesworth.],"BRADBURY, Edward.",1896,London
000115982,"[Old Caleb's Will: or, the Fortunes of the Cardew family.]","ARMSTRONG, Frances Charlotte.",1896,London
001554950,"Schleswig-Holstein meerumschlungen in Wort und Bild ... Herausgegeben von H. Haas, H. Krumm und F. Stoltenberg, etc","HAAS, Hippolyt J.",1896,Kiel
000433665,"Le Grand siècle. Louis XIV. Les arts, les idées, etc. [With plates.]","BOURGEOIS, Émile.",1896,Paris
000034575,Sedbergh School Songs. Written and illustrated by R. St. J. Ainslie,"AINSLIE, Ralph St. John.",1896,Leeds
001619673,"Clovis, ou la France au Ve siècle","HAVARD, Oscar.",1896,Paris
003829292,La France aux colonies,"WAHL, Maurice.",1896,Paris
002300886,"A Book of Old English Ballads. With an accompaniment of decorative drawings by G. W. Edwards, and an introduction by H. W. Mabie","MABIE, Hamilton Wright.",1896,New York
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer","HOFBERG, Johan Herman.",1896,Stockholm
003344033,The Child World. [In verse.] ... Illustrated by C. Robinson,"SETOUN, Gabriel pseud. [i.e. Thomas Nicoll Hepburn.]",1896,"pp. 171. J. Lane: London & New York, 1896"
002728924,A Book of Bargains. [Tales.] ... With a frontispiece by Aubrey Beardsley,"O'SULLIVAN, Vincent.",1896,London
002933114,Love Triumphant. (Two ... tales.),"PLATT, William Miscellaneous Writer",1896,London
003954016,"Gray Days and Gold ... New edition, revised, with illustrations","WINTER, William Poet",1896,New York
003253482,"Jeanne d'Arc et la Normandie au XVme siècle. Illustrations, etc","SARRAZIN, Albert Avocat",1896,Rouen
000138105,"Les Fiefs du Bourbonnais. La Palisse, etc. (Moulins, rive droite de l'Allier.)","AUBERT DE LA FAIGE, Geneste Émile and LA BOUTRESSE (Roger de)",1896,Paris; Moulins
001602142,"From Batum to Baghdad viâ Tiflis, Tabriz, and Persian Kurdistan ... With illustrations and maps","HARRIS, Walter Burton.",1896,Edinburgh
001352199,Songs for Little People. [With illustrations by H. Stratton.],"GALE, Norman Rowland.",1896,"pp. viii. 110. Constable & Co.: London, 1896"
001475882,The Miners' Cup. A Coolgardie romance,"GOULD, Nat the Elder",1896,London
002097320,Lays of the Bards,,1896,"Leadenhall Press: London, 1896, etc"
001910294,The Growth of the American Nation,"JUDSON, Harry Pratt.",1896,London
000492169,[A History of Nottinghamshire.],"Brown, Cornelius.",1896,London
001820978,The Alhambra ... With an introduction by E. R. Pennell. Illustrated with drawings of the places mentioned by J. Pennell,"IRVING, Washington.",1896,London
000185154,Cardiff: an illustrated handbook. [By various contributors.] Edited by J. Ballinger,"BALLINGER, John Sir",1896,Cardiff
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
000446713,[The Way about Derbyshire. With map ... With illustrations by W. A. Bettesworth.],"BRADBURY, Edward.",1896,London
001980788,"Székelyföld, etc","HANKÓ, Vilmos.",1896,Budapest
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
001554950,"Schleswig-Holstein meerumschlungen in Wort und Bild ... Herausgegeben von H. Haas, H. Krumm und F. Stoltenberg, etc","HAAS, Hippolyt J.",1896,Kiel
001316031,Fredensborg. Det danske Kongehus og dets Slægt. Med Bidrag af danske og fremmede Forfattere og Kunstnere,,1896,Kjøbenhavn
001308646,Nama und Damara. Deutsch Süd-West-Afrika,"FRANÇOIS, Hugo von.",1896,Magdeburg
000598049,"[Illustrated Official Handbook of the Cape and South Africa. A résumé of the history, conditions, populations, productions, and resources of the several colonies, states, and territories. Edited by John Noble. [With a map.]]","NOBLE, John Clerk of the House of Assembly, Cape of Good Hope",1896,London
002631042,"Under a Border Tower: sketches and memories of Ford Castle, Northumberland, and its surroundings, with a memoir of its ... châtelaine, Louisa Marchioness of Waterford, with illustrations including the cartoons at Ford","NEVILLE, Hastings Mackelcan.",1896,Newcastle-on-Tyne
003169923,The Stolen Bishop. [A novel.],"ROTHWELL, Charles C.",1896,London
002782859,New Wheels in Old Ruts. A pilgrimage to Canterbury via the ancient pilgrim's way ... With pen and ink sketches by F. W. R. Adams,"PARR, Henry Miscellaneous Writer",1896,London
002368499,The Household of Sir Thos. More. With an introduction by W. H. Hutton and ... illustrations by J. Jellicoe and H. Railton,"MANNING, Anne.",1896,London
002893249,Napoléon et son temps ... Ouvrage illustré ... Neuvième mille,"PEYRE, Roger.",1896,Paris
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
001384296,"[Outlines of Geology ... Second edition revised, etc.]","GEIKIE, James.",1896,London
001200964,"Musa Pedestris: three centuries of canting songs and slang rhymes, etc","FARMER, John Stephen.",1896,London]
001352199,Songs for Little People. [With illustrations by H. Stratton.],"GALE, Norman Rowland.",1896,"pp. viii. 110. Constable & Co.: London, 1896"
001537270,"Historia del Excmo. Ayuntamiento de la ... ciudad de Sevilla, etc","GUICHOT Y PARODI, Joaquin.",1896,Sevilla
000797815,Études d'histoire contemporaine. L'Évolution française sous la troisième République,"COUBERTIN, Pierre de Baron",1896,Paris
003344033,The Child World. [In verse.] ... Illustrated by C. Robinson,"SETOUN, Gabriel pseud. [i.e. Thomas Nicoll Hepburn.]",1896,"pp. 171. J. Lane: London & New York, 1896"
000433666,The Century of Louis XIV. Its arts-its ideas. From the French ... by Mrs. Cashel Hoey. [With plates.],"BOURGEOIS, Émile.",1896,London
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer","HOFBERG, Johan Herman.",1896,Stockholm
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001910294,The Growth of the American Nation,"JUDSON, Harry Pratt.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001057673,"A Naturalist in Mid-Africa, being an account of a journey to the Mountains of the Moon and Tanganyika","ELLIOT, George Francis Scott.",1896,London
003501199,[A Child's Garden of Verses ... Second edition.],"Stevenson, Robert Louis",1896,"pp. xiv. 136. John Lane: London, 1896 [1895]"
001762619,Lord Hever. A novel,"HULBURD, Percy.",1896,London
002581303,Onze Gouden Eeuw. De Republiek der Vereenigde Nederlanden in haar bloeitijd ... Geïllustreerd onder toezicht van J. H. W. Unger,"MULLER, Pieter Lodewijk.",1896,Leiden
003344033,The Child World. [In verse.] ... Illustrated by C. Robinson,"SETOUN, Gabriel pseud. [i.e. Thomas Nicoll Hepburn.]",1896,"pp. 171. J. Lane: London & New York, 1896"
000433666,The Century of Louis XIV. Its arts-its ideas. From the French ... by Mrs. Cashel Hoey. [With plates.],"BOURGEOIS, Émile.",1896,London
000108005,By a Winding Path. [A novel.],"ARGALL, Annie E.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001279315,"Description géologique du Caucase central. (Thèse, etc.)","FOURNIER, Eugène Geologist",1896,Marseille
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer","HOFBERG, Johan Herman.",1896,Stockholm
000760332,"History of Concord, New Hampshire, from the original grant in seventeen hundred and twenty-five to the opening of the twentieth century. Prepared under the supervision of the City History Commission. James O. Lyford, editor","LYFORD, James Otis.",1896,Concord
003973034,"Crystallography for Beginners. With an appendix on the use of the blowpipe and the determination of common minerals, etc. [With 3 tables of diagrams.]","WOODWARD, Charles Josiah.",1896,London
000487642,The Century Book of Famous Americans. The story of a young people's pilgrimage to historic homes. With ... illustrations,"BROOKS, Elbridge Streeter.",1896,New York
000149918,Poetical Works of Autremonde. With The Leaven of Hamelin: a drama of 1990,,1896,"pp. viii. 172. St. Giles' Printing Co.: Edinburgh, 1896"
001910294,The Growth of the American Nation,"JUDSON, Harry Pratt.",1896,London
002893249,Napoléon et son temps ... Ouvrage illustré ... Neuvième mille,"PEYRE, Roger.",1896,Paris
000015283,[The Growth of the French Nation.],"ADAMS, George Burton.",1896,London
001240452,Die Hunnen im schweizerischen Eifischthale und ihre Nachkommen bis auf die heutige Zeit ... Mit vielen ... Illustrationen,"FISCHER, Ant. Carl.",1896,Zürich
003253482,"Jeanne d'Arc et la Normandie au XVme siècle. Illustrations, etc","SARRAZIN, Albert Avocat",1896,Rouen
001168248,"Lecciones sobre la historia de la República Argentina, etc","ESTRADA, José Manuel.",1896,Buenos Aires
003821060,"The Forgotten Isles. Impressions of travel in the Balearic Isles, Corsica, and Sardinia. Rendered into English by F. Breton. With ... illustrations by the author","VUILLIER, Gaston.",1896,London
000015283,[The Growth of the French Nation.],"ADAMS, George Burton.",1896,London
001498391,"Arnold Inglehurst, the Preacher. A story of the Fen Country","GREEN, Evelyn Everett.",1896,London
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
001554950,"Schleswig-Holstein meerumschlungen in Wort und Bild ... Herausgegeben von H. Haas, H. Krumm und F. Stoltenberg, etc","HAAS, Hippolyt J.",1896,Kiel
002293129,"The Student's Lyell. A manual of elementary geology. Edited by J. W. Judd. With ... illustrations, etc","LYELL, Charles Sir, Bart",1896,London
002549034,"A Trip to Fairyland: or, Happy Wedlock. With other poetical pieces","MORGAN, John Rector of Llanilid and Llanharan",1896,"pp. 95. Elliot Stock: London, 1896"
002581303,Onze Gouden Eeuw. De Republiek der Vereenigde Nederlanden in haar bloeitijd ... Geïllustreerd onder toezicht van J. H. W. Unger,"MULLER, Pieter Lodewijk.",1896,Leiden
003057425,"Petroleum: a treatise on the geographical distribution and geological occurrence of petroleum and natural gas ... By B. Redwood, assisted by G. T. Holloway, and other contributors ... With maps, etc","REDWOOD, Boverton Sir, Bart",1896,London
003605161,Ballads and Songs ... With original illustrations by H. M. Brock,"Thackeray, William Makepeace",1896,London
001059442,"The People's Standard History of the United States from the landing of the Norsemen to the present time. By E. S. Ellis ... Assisted by, with introduction, annotations, lists of authorities, etc., G. M. Adam","Ellis, Edward Sylvester",1896,London
000115608,“The Cobbler o' Kirkiebrae.” A romance of Galloway,"ARMSTRONG, Andrew J.",1896,London
002581303,Onze Gouden Eeuw. De Republiek der Vereenigde Nederlanden in haar bloeitijd ... Geïllustreerd onder toezicht van J. H. W. Unger,"MULLER, Pieter Lodewijk.",1896,Leiden
003924719,A Short History of Sherborne from 705 A.D,"WILDMAN, William Beauchamp.",1896,Sherborne
001306654,[In a North Country Village.],"FRANCIS, M. E. pseud. [i.e. Mary Blundell.]",1896,London
001820978,The Alhambra ... With an introduction by E. R. Pennell. Illustrated with drawings of the places mentioned by J. Pennell,"IRVING, Washington.",1896,London
001427278,Half-a-dozen Transgressions. [Tales.],"GINGOLD, afterwards COWEN, Hélène E. A.",1896,London
000138105,"Les Fiefs du Bourbonnais. La Palisse, etc. (Moulins, rive droite de l'Allier.)","AUBERT DE LA FAIGE, Geneste Émile and LA BOUTRESSE (Roger de)",1896,Paris; Moulins
002415000,"The Struggle of the Nations. Egypt, Syria, and Assyria ... Edited by A. H. Sayce. Translated by M. L. McClure. With map ... and ... illustrations","MASPERO, Gaston Camille Charles.",1896,London
003922712,"Camping in the Canadian Rockies ... With ... a sketch of the early explorations ... With ... illustrations, etc","WILCOX, Walter Dwight.",1896,New York
001193897,"The Practice and Science of Mining Engineering: a manual adapted for the use of mine owners, etc","FAIRLEY, William F.S.S",1896,Chester-le-Street
000995837,"From Chaos to the Charter. A complete history of Royal Leamington Spa, etc","DUDLEY, Thomas Briscoe.",1896,Leamington
000785759,The Murder of Delicia ... Thirty-ninth to forty-third thousand,"Corelli, Marie",1896,London
000571275,"The Way about Herefordshire ... Written by C. Caldicott and illustrated by C. Caldicott and A. E. Caldicott. With a comprehensive county gazetteer, edited by A. Baines. (2nd edition.)","CALDICOTT, Charles.",1896,London
001384296,"[Outlines of Geology ... Second edition revised, etc.]","GEIKIE, James.",1896,London
002784658,Notes in Japan ... With illustrations by the author,"PARSONS, Alfred William.",1896,London
000489690,[A Treatise on Mine-surveying ... With ... diagrams.],"BROUGH, Bennett Hooper.",1896,London
002385150,"Der Verein für Geschichte und Alterthum Schlesiens in den ersten 50 jahren seines Bestehens. ... Mit den Bildern der funf Prasiden, etc","MARKGRAF, Carl August Hermann.",1896,Breslau
000209253,Battles and Battlefields in England ... Illustrated by the author. With an introduction by H. D. Traill,"BARRETT, Charles Raymond Booth.",1896,London
001316031,Fredensborg. Det danske Kongehus og dets Slægt. Med Bidrag af danske og fremmede Forfattere og Kunstnere,,1896,Kjøbenhavn
